2025-07-16 01:49:50,India,0.25
2025-07-16 01:49:55,India,0.29
2025-07-16 01:50:00,India,0.29
2025-07-16 01:50:06,India,0.66
2025-07-16 01:50:15,India,0.66
2025-07-16 01:50:20,India,7.59
